trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
178,True,"{'a': 0.0, 'e': 0.0}",25,0,-206.51280372245134,"{0: 12, 1: 2, 2: 7, 3: 1, 4: 3}",0
179,True,"{'a': 0.0, 'e': 0.0}",25,0,-64.8160313503664,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
180,True,"{'a': 0.0, 'e': 0.0}",25,0,-146.40222157712904,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
181,True,"{'a': 0.0, 'e': 0.0}",25,0,-118.61704357976008,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
182,True,"{'a': 0.0, 'e': 0.0}",25,0,-130.83076398111638,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
183,True,"{'a': 0.0, 'e': 0.0}",20,0,-66.42450112172517,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
184,True,"{'a': 0.0, 'e': 0.0}",25,0,-116.8714348096356,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
185,True,"{'a': 0.0, 'e': 0.0}",20,0,-98.00955949352154,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
186,True,"{'a': 0.0, 'e': 0.0}",20,0,-35.957983352133596,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
187,True,"{'a': 0.0, 'e': 0.0}",30,0,-75.92594294134558,"{0: 19, 1: 5, 2: 5, 3: 1, 4: 0}",0
188,True,"{'a': 0.0, 'e': 0.0}",20,0,-200.38861808389956,"{0: 9, 1: 1, 2: 6, 3: 1, 4: 3}",0
189,True,"{'a': 0.0, 'e': 0.0}",25,0,-88.22112704460457,"{0: 14, 1: 2, 2: 9, 3: 0, 4: 0}",0
190,True,"{'a': 0.0, 'e': 0.0}",25,0,-321.7545807616656,"{0: 12, 1: 1, 2: 3, 3: 3, 4: 6}",0
191,True,"{'a': 0.0, 'e': 0.0}",25,0,-72.62071232589503,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
192,True,"{'a': 0.0, 'e': 0.0}",30,0,-170.8091790191001,"{0: 18, 1: 3, 2: 6, 3: 0, 4: 3}",0
193,True,"{'a': 0.0, 'e': 0.0}",20,0,-120.03264547888669,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
194,True,"{'a': 0.0, 'e': 0.0}",30,6,-131.68386487842915,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 2}",1
195,True,"{'a': 0.0, 'e': 0.0}",20,0,-140.31550927247116,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
196,True,"{'a': 0.0, 'e': 0.0}",30,0,-196.52205874091612,"{0: 15, 1: 5, 2: 7, 3: 0, 4: 3}",0
197,True,"{'a': 0.0, 'e': 0.0}",25,0,-100.1872582182312,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
198,True,"{'a': 0.0, 'e': 0.0}",20,0,-72.62126303260837,"{0: 9, 1: 6, 2: 5, 3: 0, 4: 0}",0
199,True,"{'a': 0.0, 'e': 0.0}",20,0,-5.293938419221283,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
200,True,"{'a': 0.0, 'e': 0.0}",25,13,-20.226465979589044,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
