trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
264,False,"{'a': 0.1, 'e': 0.08327166042651106}",25,11,27.007554253568223,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.1, 'e': 0.08172971350523019}",20,14,9.367290357787168,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.1, 'e': 0.08021070377618722}",25,13,22.13558676033654,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.1, 'e': 0.07871441561910705}",25,14,4.4732903119784115,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.1, 'e': 0.07724063270157967}",20,10,9.49532060285105,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.1, 'e': 0.07578913805234962}",25,11,22.080723907191746,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.1, 'e': 0.0743597141334573}",20,13,15.346368340489182,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.1, 'e': 0.07295214291122365}",20,0,22.10215208202064,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
272,False,"{'a': 0.1, 'e': 0.07156620592607031}",30,18,11.048935957832507,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.1, 'e': 0.07020168436116818}",20,5,24.05170969165246,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.1, 'e': 0.06885835910990813}",25,10,14.742388091953327,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.1, 'e': 0.06753601084218804}",20,12,17.26238643359964,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.1, 'e': 0.06623442006951116}",20,11,17.06846892314379,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.1, 'e': 0.06495336720889165}",20,11,16.797584273634385,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.1, 'e': 0.06369263264556325}",25,14,15.88174341430048,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.1, 'e': 0.062451996794488526}",25,6,34.20978140211857,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.1, 'e': 0.06123124016066588}",25,12,12.539272826154896,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.1, 'e': 0.06003014339823293}",25,13,23.882902582213635,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.1, 'e': 0.05884848736836483}",20,15,10.394850026566237,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.1, 'e': 0.05768605319596725}",25,11,21.494556064545023,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.1, 'e': 0.05654262232516389}",25,0,22.98247212403955,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
285,False,"{'a': 0.1, 'e': 0.055417976573579324}",20,0,32.41620369641831,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
286,False,"{'a': 0.1, 'e': 0.054311898185418296}",20,13,14.455590233264422,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.1, 'e': 0.05322416988334335}",20,6,22.664652655860145,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.1, 'e': 0.05215457491915302}",30,13,16.493856044386444,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.1, 'e': 0.05110289712326351}",20,7,-1.877479345354571,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
290,False,"{'a': 0.1, 'e': 0.05006892095299727}",25,15,15.882328498870475,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.1, 'e': 0.049052431539682306}",20,5,18.127134057563236,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.1, 'e': 0.048053214734566675}",30,7,-2.8482805924055032,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
293,False,"{'a': 0.1, 'e': 0.047071057153553024}",20,6,5.771106545860339,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
294,False,"{'a': 0.1, 'e': 0.04610574622075855}",25,15,17.33760456105439,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.1, 'e': 0.04515707021090618}",30,10,32.213829019650404,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.1, 'e': 0.04422481829055322}",20,9,14.951067934513127,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.1, 'e': 0.04330878055816427}",20,8,21.475065630655045,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.1, 'e': 0.04240874808303538}",30,17,20.430178773932653,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.1, 'e': 0.04152451294307712}",20,0,-7.402888290274357,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
300,False,"{'a': 0.1, 'e': 0.040655868261464424}",20,8,19.859521104088653,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.1, 'e': 0.0398026082421615}",20,0,29.49156374116593,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
302,False,"{'a': 0.1, 'e': 0.038964528204330634}",20,5,16.494959284312653,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.1, 'e': 0.038141424615633725}",25,14,20.7502189275877,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.1, 'e': 0.037333095124436146}",30,18,24.08698223167093,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.1, 'e': 0.03653933859092253}",20,13,14.685451479156338,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.1, 'e': 0.035759955117134624}",20,8,20.666268692998177,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.1, 'e': 0.0349947460759415}",25,11,21.501054885348328,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.1, 'e': 0.03424351413895285}",25,4,24.76203263047277,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.1, 'e': 0.033506063303386235}",20,5,24.00139896122055,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.1, 'e': 0.03278219891789959}",20,12,14.766902876320021,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.1, 'e': 0.03207172770740041}",30,8,36.438015934399665,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.1, 'e': 0.031374457796843384}",25,8,-14.524850324012835,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
313,False,"{'a': 0.1, 'e': 0.03069019873402839}",20,10,-24.2041381138878,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
314,False,"{'a': 0.1, 'e': 0.03001876151141111}",20,14,12.310502253980264,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.1, 'e': 0.029359958586938618}",25,14,22.33954726914365,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.1, 'e': 0.028713603903922573}",30,23,9.167688683868437,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.1, 'e': 0.028079512909962835}",30,23,8.20901259406033,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.1, 'e': 0.027457502574934425}",35,14,-26.094324266590093,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 1}",1
319,False,"{'a': 0.1, 'e': 0.026847391408051053}",20,13,15.156325248667788,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.1, 'e': 0.026248999474018462}",20,7,25.768895206258772,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.1, 'e': 0.02566214840829106}",25,6,31.66008795098694,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.1, 'e': 0.02508666143144543}",30,17,12.134616487789962,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
323,False,"{'a': 0.1, 'e': 0.024522363362684436}",20,14,11.125114266416833,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.1, 'e': 0.023969080632485734}",25,13,21.716137010116533,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.1, 'e': 0.023426641294408652}",25,17,14.618776089216773,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.1, 'e': 0.02289487503607344}",20,12,12.365563255424348,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.1, 'e': 0.02237361318932703}",20,8,21.223236881482762,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.1, 'e': 0.021862688739609445}",25,19,14.696698252226023,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.1, 'e': 0.021361936334535193}",30,4,41.483772446188745,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.1, 'e': 0.020871192291703866}",30,17,21.589999971403607,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.1, 'e': 0.020390294605754384}",20,10,11.091524648790028,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
332,False,"{'a': 0.1, 'e': 0.019919082954677203}",25,13,13.503419139782858,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.1, 'e': 0.01945739870539897}",25,16,14.741465172430406,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.1, 'e': 0.019005084918654058}",20,8,21.21835886736095,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.1, 'e': 0.018561986353157412}",20,12,16.01858688197483,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.1, 'e': 0.018127949469093185}",30,13,30.75411647387139,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.1, 'e': 0.01770282243093364}",25,12,1.8402098681282608,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
338,False,"{'a': 0.1, 'e': 0.017286455109602715}",20,0,-14.552852774217483,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
339,False,"{'a': 0.1, 'e': 0.016878699083998736}",20,8,23.4175243393149,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.1, 'e': 0.01647940764189061}",20,10,17.272401394251805,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.1, 'e': 0.016088435780201926}",30,17,-20.80378452341329,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
342,False,"{'a': 0.1, 'e': 0.015705640204697217}",25,7,31.55367787992825,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.1, 'e': 0.015330879329084734}",35,17,34.612460146257845,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.1, 'e': 0.014964013273549851}",30,22,13.794131424052335,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.1, 'e': 0.014604903862733354}",20,5,27.06227441303048,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.1, 'e': 0.014253414623168625}",30,17,23.145741244183874,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.1, 'e': 0.013909410780191775}",30,0,46.25194843457644,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
348,False,"{'a': 0.1, 'e': 0.013572759254338628}",20,10,15.407981383401857,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.1, 'e': 0.013243328657242433}",20,8,21.294856773694054,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.1, 'e': 0.01292098928704601}",20,15,10.838784161085668,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.1, 'e': 0.012605613123342033}",20,1,29.638170728610547,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.1, 'e': 0.012297073821654968}",25,7,30.012604663522794,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.1, 'e': 0.011995246707478134}",25,10,33.39257450276191,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.1, 'e': 0.011700008769879186}",20,5,22.06055914507736,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.1, 'e': 0.011411238654687279}",35,19,27.233431764732813,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.1, 'e': 0.01112881665727497}",35,28,14.594322128398304,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.1, 'e': 0.010852624714947854}",30,18,22.488341903368546,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.1, 'e': 0.010582546398954739}",35,18,31.15706669914643,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.1, 'e': 0.010318466906131099}",20,16,4.822690620248722,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.1, 'e': 0.010060273050188357}",25,13,23.855525555579774,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.1, 'e': 0.009807853252661411}",20,5,20.975496222150593,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,14,11.225773739561758,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",30,12,30.8605576595003,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",25,15,16.403406281190655,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,14,9.946156559377892,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",25,18,15.09708477879708,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",25,7,35.00830699785358,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,3,25.34194745545443,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",30,15,31.11489209999896,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",20,5,27.483619776362293,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",20,14,12.522697594507795,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
